Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1980-12-12 00:00:00-05:00,0.1000395119190216,0.10047444218059322,0.1000395119190216,0.1000395119190216,469033600,0.0,0.0
1980-12-15 00:00:00-05:00,0.09525528797588927,0.09525528797588927,0.09482035785913469,0.09482035785913467,175884800,0.0,0.0
1980-12-16 00:00:00-05:00,0.08829566501311618,0.08829566501311618,0.08786074072122574,0.08786074072122574,105728000,0.0,0.0
1980-12-17 00:00:00-05:00,0.09003540128469467,0.09047033151665294,0.09003540128469467,0.09003540128469467,86441600,0.0,0.0
1980-12-18 00:00:00-05:00,0.09264574944972992,0.09308067387540919,0.09264574944972992,0.09264574944972992,73449600,0.0,0.0
1980-12-19 00:00:00-05:00,0.09829977899789812,0.09873470915554024,0.09829977899789812,0.0982997789978981,48630400,0.0,0.0
1980-12-22 00:00:00-05:00,0.10308395326137543,0.1035196614493237,0.10308395326137543,0.10308395326137543,37363200,0.0,0.0
1980-12-23 00:00:00-05:00,0.10743404924869537,0.10786897947450372,0.10743404924869537,0.10743404924869537,46950400,0.0,0.0
1980-12-24 00:00:00-05:00,0.11308811604976654,0.11352304630907005,0.11308811604976654,0.11308811604976654,48003200,0.0,0.0
1980-12-26 00:00:00-05:00,0.12352707982063292,0.12396200983016072,0.12352707982063292,0.12352707982063293,55574400,0.0,0.0
1980-12-29 00:00:00-05:00,0.12526682019233704,0.1257017503127897,0.12526682019233704,0.12526682019233704,93161600,0.0,0.0
1980-12-30 00:00:00-05:00,0.12265728256635254,0.12265728256635254,0.12222236394882202,0.12222236394882202,68880000,0.0,0.0
1980-12-31 00:00:00-05:00,0.11917786555507544,0.11917786555507544,0.118742935359478,0.118742935359478,35750400,0.0,0.0
1981-01-02 00:00:00-05:00,0.1200476810336113,0.12091754118352958,0.1200476810336113,0.1200476810336113,21660800,0.0,0.0
1981-01-05 00:00:00-05:00,0.1178730934333581,0.1178730934333581,0.1174381747841835,0.1174381747841835,35728000,0.0,0.0
1981-01-06 00:00:00-05:00,0.1126531237295497,0.1126531237295497,0.11221819370985031,0.11221819370985031,45158400,0.0,0.0
1981-01-07 00:00:00-05:00,0.10786897947450372,0.10786897947450372,0.10743404924869537,0.10743404924869537,55686400,0.0,0.0
1981-01-08 00:00:00-05:00,0.10569432960561496,0.10569432960561496,0.10525941103696823,0.10525941103696823,39827200,0.0,0.0
1981-01-09 00:00:00-05:00,0.1109134703874588,0.1113484006233113,0.1109134703874588,0.1109134703874588,21504000,0.0,0.0
1981-01-12 00:00:00-05:00,0.11091346390911107,0.11091346390911107,0.11004361510276794,0.11004361510276794,23699200,0.0,0.0
1981-01-13 00:00:00-05:00,0.10656419653163161,0.10656419653163161,0.10612926632165909,0.10612926632165909,23049600,0.0,0.0
1981-01-14 00:00:00-05:00,0.10656420141458511,0.10699913164448689,0.10656420141458511,0.10656420141458511,14291200,0.0,0.0
1981-01-15 00:00:00-05:00,0.10873882472515106,0.10960867344061405,0.10873882472515106,0.10873882472515106,14067200,0.0,0.0
1981-01-16 00:00:00-05:00,0.10830387718394652,0.10830387718394652,0.10786894708871841,0.10786894708871841,13395200,0.0,0.0
1981-01-19 00:00:00-05:00,0.11439287662506104,0.11482780681369137,0.11439287662506104,0.11439287662506104,41574400,0.0,0.0
1981-01-20 00:00:00-05:00,0.1113484006233113,0.1113484006233113,0.1109134703874588,0.1109134703874588,30083200,0.0,0.0
1981-01-21 00:00:00-05:00,0.11308811604976654,0.11395796495381809,0.11308811604976654,0.11308811604976654,15904000,0.0,0.0
1981-01-22 00:00:00-05:00,0.11439287662506104,0.1152627370023217,0.11439287662506104,0.11439287662506104,35548800,0.0,0.0
1981-01-23 00:00:00-05:00,0.1143928193489331,0.11482774931979535,0.11395788937807083,0.11395788937807083,11222400,0.0,0.0
1981-01-26 00:00:00-05:00,0.1126531237295497,0.1126531237295497,0.11221819370985031,0.11221819370985031,24640000,0.0,0.0
1981-01-27 00:00:00-05:00,0.11221820932277297,0.11221820932277297,0.11134836077690125,0.11134836077690125,23699200,0.0,0.0
1981-01-28 00:00:00-05:00,0.10830387718394652,0.10830387718394652,0.10786894708871841,0.10786894708871841,28156800,0.0,0.0
1981-01-29 00:00:00-05:00,0.10438955832502377,0.10438955832502377,0.10395462810993195,0.10395462810993195,43904000,0.0,0.0
1981-01-30 00:00:00-05:00,0.09916963931318236,0.09916963931318236,0.09829977899789812,0.0982997789978981,46188800,0.0,0.0
1981-02-02 00:00:00-05:00,0.09308067387540919,0.09308067387540919,0.09264574944972992,0.09264574944972992,23766400,0.0,0.0
1981-02-03 00:00:00-05:00,0.09612511843442917,0.09656004263546457,0.09612511843442917,0.09612511843442917,19152000,0.0,0.0
1981-02-04 00:00:00-05:00,0.09960456192493439,0.10003948043507498,0.09960456192493439,0.09960456192493439,27865600,0.0,0.0
1981-02-05 00:00:00-05:00,0.09960456192493439,0.10047441055976745,0.09960456192493439,0.09960456192493439,7929600,0.0,0.0
1981-02-06 00:00:00-05:00,0.1000395119190216,0.10047444218059322,0.1000395119190216,0.1000395119190216,13865600,0.0,0.0
1981-02-09 00:00:00-05:00,0.09569021228536802,0.09569021228536802,0.09482035785913469,0.09482035785913467,16755200,0.0,0.0
1981-02-10 00:00:00-05:00,0.09482035785913469,0.09525528797588927,0.09482035785913469,0.09482035785913467,18345600,0.0,0.0
1981-02-11 00:00:00-05:00,0.09221077367241884,0.09221077367241884,0.09177584946155548,0.09177584946155548,13843200,0.0,0.0
1981-02-12 00:00:00-05:00,0.0913409050891932,0.0913409050891932,0.09090519696474075,0.09090519696474075,14560000,0.0,0.0
1981-02-13 00:00:00-05:00,0.08960046545297574,0.08960046545297574,0.08873061090707779,0.08873061090707779,11155200,0.0,0.0
1981-02-17 00:00:00-05:00,0.09090519696474075,0.0913409050891932,0.09090519696474075,0.09090519696474075,12275200,0.0,0.0
1981-02-18 00:00:00-05:00,0.09482035785913469,0.09569021228536802,0.09482035785913469,0.09482035785913467,19241600,0.0,0.0
1981-02-19 00:00:00-05:00,0.08960047622889858,0.08960047622889858,0.08916554600000381,0.08916554600000381,22310400,0.0,0.0
1981-02-20 00:00:00-05:00,0.08481625715218742,0.08481625715218742,0.08438132703304291,0.08438132703304291,24371200,0.0,0.0
1981-02-23 00:00:00-05:00,0.0856861025094986,0.0861210326120632,0.0856861025094986,0.0856861025094986,14112000,0.0,0.0
1981-02-24 00:00:00-05:00,0.08351147087670337,0.08351147087670337,0.0826416164636612,0.0826416164636612,16979200,0.0,0.0
1981-02-25 00:00:00-05:00,0.08786074072122574,0.08829566501311618,0.08786074072122574,0.08786074072122574,19488000,0.0,0.0
